K30 EBPS EK / BF pro Steueranlagezehntel;;;;;;;;;
543;Mattstetten;588.0;246;9;11;351;6.51;7.24;7.11;7.61;8.18;7.46;7.14;6.78;8.10;8.97
389;Meienried;53.0;243;5;20;;124.36;111.96;83.05;90.83;79.56;87.48;72.68;70.30;79.86;62.05
307;Meikirch;2344.0;246;1;11;351;6.14;6.64;6.74;7.76;8.79;9.19;8.73;8.77;8.88;8.74
390;Meinisberg;1292.0;242;5;15;;5.78;6.77;6.87;6.95;7.02;6.80;5.95;6.53;6.98;7.24
785;Meiringen;4581.0;250;18;7;;1.14;3.18;3.26;3.33;4.29;5.98;6.49;7.70;9.07;8.80
333;Melchnau;1567.0;244;2;19;;1.75;2.15;6.48;9.05;20.10;12.74;10.93;11.64;11.81;11.20
741;Merzligen;411.0;243;16;15;;7.08;12.48;12.06;12.16;14.53;16.96;15.73;15.66;16.26;15.02
615;Mirchel;578.0;246;12;16;;10.88;21.87;22.99;20.84;21.00;20.40;16.05;14.35;11.11;7.03
699;Monible;38.0;241;15;21;;305.30;203.20;195.71;140.10;206.51;126.44;111.66;107.45;154.08;208.30
437;Mont-Tramelan;120.0;241;7;21;;56.97;79.81;74.40;59.47;60.53;64.38;62.02;62.32;63.36;74.78
544;Moosseedorf;3620.0;246;9;9;351;5.03;9.00;8.33;9.87;10.77;11.69;13.28;13.92;15.85;15.59
700;Moutier;7479.0;241;15;3;;1.07;1.38;0.80;0.75;0.07;3.62;5.95;7.13;7.39;6.84
356;Muri b.B.;12369.0;246;3;5;351;3.94;3.03;3.05;4.23;4.50;6.43;6.49;6.23;5.54;4.82
742;Mörigen;878.0;242;16;5;371;6.69;6.44;6.74;0.30;0.96;3.76;5.70;8.43;8.04;6.91
416;Mötschwil;142.0;245;6;22;;43.13;50.20;34.33;26.39;23.01;16.85;14.78;12.37;12.28;8.52
668;Mühleberg;2668.0;246;14;20;;12.51;10.73;6.95;6.75;7.56;11.02;13.33;14.06;10.12;9.77
875;Mühledorf;248.0;246;22;20;;19.10;17.96;14.97;13.99;13.50;20.77;20.46;20.22;19.87;16.97
876;Mühlethurnen;1377.0;246;22;15;;3.86;3.96;3.34;3.72;6.08;8.02;9.13;9.93;11.01;11.29
545;Mülchi;234.0;246;9;16;;0.35;4.77;4.45;3.41;4.42;5.06;5.28;5.74;4.57;5.96
546;Münchenbuchsee;9703.0;246;9;9;351;1.36;1.64;2.22;1.04;0.11;0.23;3.17;1.64;1.23;1.21
669;Münchenwiler;468.0;246;14;15;;12.11;13.99;17.49;8.35;56.20;12.54;16.75;24.04;18.71;19.47
547;Münchringen;593.0;246;9;15;;6.70;7.69;10.76;9.30;6.77;5.03;3.96;1.21;0.80;3.87
616;Münsingen;10841.0;246;12;9;351;9.56;9.55;9.62;7.89;7.30;6.75;6.03;5.69;4.37;4.31
498;Müntschemier;1330.0;243;8;20;;0.37;2.98;6.21;7.66;10.54;10.85;12.16;15.41;14.05;15.79
670;Neuenegg;4913.0;246;14;11;351;13.52;12.56;11.52;10.29;9.31;8.47;8.97;9.52;7.75;9.51
743;Nidau;6816.0;242;16;12;371;3.45;3.58;4.23;4.43;4.84;5.06;6.61;9.34;9.77;10.50
981;Niederbipp;4211.0;244;26;17;;4.49;7.62;7.42;6.05;9.60;15.44;11.45;9.56;12.84;9.60
617;Niederhünigen;641.0;246;12;15;;8.83;10.63;12.16;11.52;10.44;10.25;9.63;12.76;12.68;13.72
877;Niedermuhlern;505.0;246;22;21;;22.25;24.64;20.30;18.69;20.08;22.49;21.17;23.46;23.28;23.74
588;Niederried b.I.;338.0;250;11;15;;6.99;4.73;6.36;6.13;10.51;12.87;15.02;15.00;14.40;11.75
308;Niederried b.K.;297.0;243;1;15;;20.97;21.08;22.76;23.06;24.53;24.30;26.24;33.40;32.94;34.66
764;Niederstocken;257.0;247;17;15;;20.61;18.51;21.58;24.76;21.02;26.49;24.42;26.65;25.43;26.88
618;Niederwichtrach;0.0;246;12;11;;3.90;3.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
982;Niederönz;1554.0;244;26;15;;91.66;45.70;48.09;24.94;19.47;14.03;13.72;38.62;23.72;8.74
417;Niederösch;240.0;245;6;21;;9.83;10.72;17.90;21.21;23.07;25.21;19.53;19.36;16.65;14.78
724;Nods;742.0;241;13;20;;67.94;53.19;50.53;49.34;33.03;32.86;33.41;35.21;39.48;39.60
878;Noflen;260.0;246;22;21;;9.61;8.01;8.52;8.06;10.81;10.84;9.83;14.18;24.75;24.83
357;Oberbalm;869.0;246;3;21;;26.48;31.89;30.14;24.05;17.87;15.36;11.51;9.78;19.39;19.99
983;Oberbipp;1568.0;244;26;15;;17.99;14.88;14.41;15.16;14.19;12.50;11.83;10.83;16.53;16.42
418;Oberburg;2875.0;245;6;13;404;1.89;0.71;0.76;0.95;1.00;1.18;1.58;3.01;3.70;4.09
619;Oberdiessbach;3102.0;246;12;17;;13.61;13.45;14.89;13.41;14.32;15.89;18.11;22.03;22.54;23.37
934;Oberhofen;2354.0;247;24;14;942;7.08;4.10;3.94;3.75;4.17;3.78;3.19;2.67;1.22;1.13
629;Oberhünigen;326.0;246;12;21;;52.82;42.49;44.20;42.16;39.32;39.16;39.26;38.86;43.29;42.17
935;Oberlangenegg;486.0;247;24;21;;78.60;70.07;65.81;50.49;57.55;56.52;57.10;54.99;54.56;55.03
589;Oberried a.Br.-S.;479.0;250;11;17;;5.54;7.41;9.49;10.11;12.23;11.90;13.28;12.65;11.57;11.33
334;Obersteckholz;423.0;244;2;16;;30.83;30.84;26.40;24.88;43.54;50.76;44.82;43.89;39.38;38.67
765;Oberstocken;282.0;247;17;15;;4.61;2.03;0.88;0.43;1.39;3.24;0.26;11.55;13.18;12.51
620;Oberthal;781.0;246;12;21;;10.72;9.06;9.96;10.07;7.77;7.58;8.03;10.48;11.14;13.11
621;Oberwichtrach;0.0;246;12;10;;6.88;6.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
391;Oberwil b.B.;809.0;243;5;16;;12.27;10.75;9.73;8.98;7.87;9.68;8.72;9.82;11.20;12.67
766;Oberwil i.S.;795.0;249;17;21;;13.92;11.76;11.61;10.65;10.41;11.50;13.54;13.66;14.00;16.04
984;Oberönz;0.0;244;26;15;;11.53;12.16;12.00;12.08;16.94;15.34;0.00;0.00;0.00;0.00
419;Oberösch;112.0;245;6;21;;26.98;33.24;40.27;32.36;31.29;61.81;41.08;38.45;33.01;27.13
985;Ochlenberg;586.0;244;26;21;;49.32;41.54;35.82;37.84;97.43;90.40;81.96;75.98;66.44;58.87
335;Oeschenbach;237.0;244;2;21;;23.50;28.07;36.24;25.50;30.81;32.74;28.41;25.27;26.73;32.06
622;Oppligen;669.0;246;12;15;;17.49;22.54;21.65;21.69;19.29;18.12;17.14;16.33;16.53;17.29
744;Orpund;2637.0;242;16;13;371;1.93;2.10;4.55;4.42;4.94;5.83;5.38;6.16;6.20;6.73
438;Orvin;1196.0;241;7;17;;12.01;11.63;10.01;9.64;12.10;15.22;13.16;19.79;17.81;15.97
363;Ostermundigen;15436.0;246;3;10;351;4.47;5.60;6.51;6.76;6.71;7.12;7.25;8.05;5.85;4.94
701;Perrefitte;471.0;241;15;15;;3.33;1.28;1.72;0.42;0.22;6.07;10.47;12.25;10.98;16.88
392;Pieterlen;3633.0;242;5;13;371;6.95;7.12;6.87;5.42;6.07;6.13;6.66;6.94;6.71;6.43
440;Plagne;364.0;241;7;14;371;12.13;14.12;15.83;18.99;22.71;26.31;25.70;26.47;26.38;42.33
936;Pohlern;278.0;247;24;15;;45.60;43.68;41.57;45.09;37.69;31.16;29.44;23.12;32.71;25.41
702;Pontenet;216.0;241;15;15;;28.28;29.26;30.16;28.40;29.56;31.05;28.87;29.71;28.92;24.29
745;Port;3302.0;242;16;14;371;3.60;3.17;1.59;1.02;0.82;2.80;3.63;4.26;4.67;4.84
725;Prêles;908.0;241;13;17;;1.59;0.23;0.47;0.13;1.51;4.34;6.97;10.93;13.68;17.50
439;Péry;1359.0;241;7;15;;3.84;4.33;5.45;6.59;6.74;7.88;7.57;7.77;8.07;7.85
309;Radelfingen;1176.0;243;1;16;;5.64;7.42;9.39;8.40;9.51;11.09;12.39;15.25;15.33;15.72
310;Rapperswil;2129.0;243;1;20;;4.85;3.64;4.54;8.40;10.31;11.89;13.26;15.77;16.10;15.18
715;Rebévelier;47.0;241;15;22;;232.20;133.41;119.19;115.70;125.42;106.99;136.16;139.72;278.61;188.47
703;Reconvilier;2213.0;241;15;18;;8.34;7.76;10.59;10.17;10.15;11.02;9.52;10.04;11.80;10.90
567;Reichenbach i.K.;3452.0;249;10;19;;11.21;13.27;32.32;25.06;24.50;24.64;23.00;22.97;24.17;23.69
336;Reisiswil;191.0;244;2;21;;23.91;20.50;21.89;18.83;52.33;53.57;36.06;39.63;33.30;26.95
441;Renan;838.0;241;7;20;;6.05;3.41;4.10;2.95;3.64;3.93;3.94;3.45;3.81;4.00
767;Reutigen;963.0;247;17;20;;2.97;3.51;6.99;9.44;11.18;11.91;12.26;12.36;12.56;11.99
879;Riggisberg;2406.0;246;22;8;;6.18;6.03;7.79;9.11;10.07;13.45;13.89;15.16;16.26;15.53
590;Ringgenberg;2523.0;250;11;14;;0.46;1.41;2.71;4.12;6.10;8.69;9.55;11.46;16.24;19.64
704;Roches;228.0;241;15;22;;97.46;80.70;89.77;88.77;29.06;15.36;14.78;21.67;25.90;35.79
337;Roggwil;3865.0;244;2;17;;3.07;3.06;3.73;4.49;4.34;4.58;1.71;1.02;0.82;5.29
338;Rohrbach;1431.0;244;2;16;;6.49;12.37;9.99;12.02;75.99;81.83;74.16;71.16;74.01;71.30
339;Rohrbachgraben;423.0;244;2;21;;27.65;20.70;24.94;18.57;50.72;49.18;43.19;44.74;49.53;52.11
442;Romont;205.0;241;7;16;;70.26;86.11;66.83;64.92;72.78;52.93;49.57;54.10;51.88;45.96
623;Rubigen;2865.0;246;12;11;351;2.22;3.34;2.91;4.81;5.99;5.68;6.05;7.70;8.48;9.64
421;Rumendingen;77.0;245;6;8;;220.99;251.92;125.57;205.85;181.36;131.12;167.20;130.69;132.92;213.61
987;Rumisberg;476.0;244;26;15;;5.82;3.67;4.40;4.38;4.08;4.83;4.91;4.69;4.73;4.26
548;Ruppoldsried;259.0;243;9;16;;8.65;11.13;10.24;8.56;7.35;8.67;0.48;1.82;7.71;12.49
986;Röthenbach b.H.;0.0;244;26;19;;23.84;23.96;29.15;26.09;24.36;26.50;23.66;0.00;0.00;0.00
904;Röthenbach i.E.;1272.0;245;23;21;;11.40;14.94;13.65;13.88;13.90;13.23;12.50;14.95;15.72;17.62
905;Rüderswil;2405.0;245;23;19;;15.58;15.59;16.41;13.98;14.53;16.10;15.69;13.82;16.43;18.86
420;Rüdtligen-Alchenflüh;2179.0;245;6;13;404;15.88;14.40;17.10;18.23;16.18;15.86;15.07;15.32;16.83;16.67
880;Rüeggisberg;1855.0;246;22;21;;19.96;17.11;17.17;18.91;18.13;18.15;17.45;17.07;16.94;17.29
956;Rüegsau;3062.0;245;25;20;;6.39;7.34;8.22;7.60;7.80;9.53;8.94;12.01;15.23;13.21
881;Rümligen;450.0;246;22;20;;1.75;2.35;4.36;9.33;9.97;10.61;10.44;11.70;11.03;11.01
853;Rüschegg;1689.0;246;21;20;;21.39;21.78;20.45;19.39;18.94;19.22;17.09;17.57;17.77;17.10
393;Rüti b.B.;835.0;243;5;16;;8.86;9.57;5.98;3.60;1.44;2.76;6.23;9.75;9.46;10.56
422;Rüti b.L.;162.0;245;6;15;;26.21;30.17;24.65;25.31;24.11;24.08;22.77;28.26;26.47;26.03
882;Rüti b.R.;0.0;246;22;21;;0.98;2.01;12.70;14.40;18.68;20.71;9.99;0.00;0.00;0.00
340;Rütschelen;564.0;244;2;19;;26.55;34.93;31.89;29.95;52.42;49.40;49.31;55.76;55.25;53.07
843;Saanen;7240.0;248;20;6;;3.20;3.02;3.54;3.26;4.54;6.28;5.06;5.53;6.77;8.41
746;Safnern;1881.0;242;16;14;371;9.95;14.81;15.29;12.29;11.51;11.03;7.61;6.56;7.19;6.95
706;Saicourt;600.0;241;15;20;;3.50;3.56;3.10;0.78;2.13;4.36;5.51;7.13;7.87;8.80
443;Saint-Imier;4802.0;241;7;4;;18.29;20.30;17.60;15.04;15.28;14.79;13.13;15.35;15.11;12.63
707;Saules;153.0;241;15;19;;58.61;62.06;59.03;56.17;59.00;51.95;55.13;58.42;60.19;57.25
591;Saxeten;101.0;250;11;19;;216.05;165.68;160.86;162.93;139.13;104.27;67.34;81.88;63.70;78.37
549;Schalunen;366.0;246;9;11;351;11.91;16.00;17.16;11.31;14.47;12.57;9.25;5.80;3.67;2.49
906;Schangnau;925.0;245;23;21;;13.13;13.67;13.78;11.54;11.13;11.78;11.07;10.47;13.20;12.71
786;Schattenhalb;600.0;250;18;8;;7.95;12.29;11.07;8.26;10.31;11.11;12.70;12.81;13.47;11.55
708;Schelten;40.0;241;15;21;;150.11;223.23;124.53;233.81;144.33;241.09;206.02;204.83;203.69;311.27
550;Scheunen;84.0;246;9;21;;93.35;153.67;134.95;90.95;111.12;116.02;97.52;86.47;103.45;72.26
747;Scheuren;440.0;242;16;14;371;21.28;23.08;22.72;19.45;17.25;17.74;12.07;10.01;8.42;8.36
624;Schlosswil;657.0;246;12;15;;14.46;14.52;11.97;11.64;10.19;11.02;11.76;10.48;10.63;12.05
748;Schwadernau;651.0;242;16;14;371;6.80;13.10;13.95;18.53;18.16;25.10;19.41;22.81;19.73;21.21
592;Schwanden b.B.;603.0;250;11;15;;14.55;12.40;13.99;12.45;13.43;13.01;12.32;13.44;14.95;15.10
855;Schwarzenburg;6711.0;246;21;4;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.57
341;Schwarzhäusern;485.0;244;2;15;;33.50;30.35;31.02;25.42;52.54;49.06;40.62;47.39;41.26;35.03
937;Schwendibach;254.0;247;24;15;;12.45;14.56;15.53;16.98;19.00;22.78;23.34;28.62;29.68;31.16
311;Schüpfen;3530.0;243;1;11;351;0.80;2.16;1.92;2.88;3.75;3.57;5.03;6.37;6.91;8.99
988;Seeberg;1389.0;244;26;20;;10.76;11.56;12.65;11.40;11.78;11.92;10.18;10.82;11.28;11.96
312;Seedorf;2987.0;243;1;20;;9.06;8.23;4.48;3.31;4.29;6.01;9.24;9.89;10.04;10.32
709;Seehof;71.0;241;15;21;;265.01;348.34;207.24;350.08;326.83;285.06;309.90;259.96;366.67;563.45
883;Seftigen;2110.0;247;22;14;942;5.44;3.44;2.25;2.08;3.59;3.43;3.46;3.51;3.73;4.28
907;Signau;2749.0;245;23;19;;2.40;0.70;1.20;2.60;3.41;4.12;4.01;6.68;8.08;9.17
938;Sigriswil;4633.0;247;24;7;;4.40;4.11;3.77;3.56;3.36;4.01;3.63;4.84;4.93;5.09
499;Siselen;580.0;243;8;20;;7.61;8.07;11.08;11.52;12.16;12.99;13.40;13.83;17.23;18.38
444;Sonceboz;1804.0;241;7;18;;4.25;4.27;6.41;7.51;7.41;7.39;8.74;12.11;13.71;10.86
445;Sonvilier;1192.0;241;7;19;;0.47;1.11;2.46;2.48;3.29;5.10;5.97;7.35;9.53;14.82
710;Sornetan;131.0;241;15;21;;54.84;67.40;60.22;51.34;42.77;45.89;50.93;51.01;61.12;58.07
711;Sorvilier;268.0;241;15;19;;1.50;1.65;2.12;2.49;2.83;2.56;2.77;3.25;3.84;4.88
712;Souboz;134.0;241;15;21;;92.92;80.79;81.98;83.36;69.93;61.11;53.86;60.32;67.79;72.29
768;Spiez;12477.0;249;17;12;942;5.68;5.29;5.24;5.32;4.95;4.78;4.69;5.00;5.09;5.25
793;St. Stephan;1379.0;248;19;20;;5.61;6.22;6.04;5.79;11.52;17.40;16.80;17.30;18.64;19.17
939;Steffisburg;15423.0;247;24;13;942;0.03;1.59;1.50;1.83;2.44;4.93;5.64;9.20;10.64;11.08
358;Stettlen;2891.0;246;3;10;351;13.00;13.55;16.20;15.28;13.81;10.33;7.52;8.65;8.73;6.93
749;Studen;2837.0;243;16;13;371;8.77;8.85;8.88;8.99;7.81;8.82;7.60;7.43;6.15;5.17
957;Sumiswald;5039.0;245;25;19;;4.69;4.19;0.11;2.12;3.98;5.45;5.30;7.16;8.46;8.73
750;Sutz-Lattrigen;1352.0;242;16;14;371;5.68;6.67;6.10;4.47;4.59;6.01;7.61;11.46;14.06;16.38
713;Tavannes;3542.0;241;15;18;;9.37;6.22;8.27;2.74;0.80;0.03;0.03;0.61;2.16;3.29
940;Teuffenthal;168.0;247;24;21;;4.90;0.25;1.09;6.62;9.96;11.90;16.55;24.15;27.41;34.88
941;Thierachern;2302.0;247;24;14;942;16.83;16.11;15.71;14.29;14.49;14.85;13.21;13.15;13.35;12.14
942;Thun;42623.0;247;24;2;942;1.49;1.34;1.34;1.31;1.31;1.14;1.66;1.72;1.61;1.96
342;Thunstetten;3063.0;244;2;17;;10.19;8.08;5.09;2.98;23.88;26.36;23.39;22.78;21.05;18.03
989;Thörigen;1027.0;244;26;15;;5.56;6.88;6.51;6.74;34.66;32.24;27.90;31.26;33.21;32.82
884;Toffen;2457.0;246;22;11;351;11.19;11.53;13.92;15.32;13.46;16.23;12.64;14.85;15.56;16.79
958;Trachselwald;1024.0;245;25;21;;10.58;10.66;14.34;15.73;19.13;21.67;23.24;22.11;22.17;23.79
446;Tramelan;4248.0;241;7;18;;0.04;0.36;0.83;1.49;1.74;3.32;4.59;5.59;6.09;5.90
500;Treiten;441.0;243;8;21;;83.94;87.52;77.41;84.59;83.90;72.88;70.89;80.65;82.93;85.84
631;Trimstein;508.0;246;12;11;351;26.40;22.07;21.20;31.28;26.86;27.73;30.12;28.68;23.89;27.23
908;Trub;1377.0;245;23;21;;5.99;10.53;13.49;15.06;15.33;15.60;13.47;18.07;18.92;19.71
909;Trubschachen;1392.0;245;23;19;;0.26;0.35;2.86;5.46;8.82;11.16;9.29;10.11;12.35;11.39
501;Tschugg;449.0;243;8;8;;0.94;1.76;3.84;7.70;6.39;3.14;5.75;8.63;9.91;9.48
753;Twann;0.0;242;16;20;;6.28;6.01;5.32;2.05;0.26;9.76;11.28;11.08;0.00;0.00
756;Twann-Tüscherz;1138.0;242;16;20;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.17;8.55
625;Tägertschi;418.0;246;12;21;;12.00;10.65;13.26;15.71;14.86;12.30;11.74;11.01;12.61;13.09
751;Täuffelen;2655.0;243;16;17;;7.39;7.22;6.64;6.23;8.43;10.11;10.21;10.77;11.09;10.27
752;Tüscherz-Alfermée;0.0;242;16;5;371;5.76;7.08;6.23;7.42;6.05;6.10;5.40;6.22;0.00;0.00
943;Uebeschi;692.0;247;24;15;;9.81;9.65;8.10;6.26;2.30;4.40;5.83;9.51;11.16;11.47
944;Uetendorf;5946.0;247;24;12;942;10.45;11.45;10.55;10.43;10.02;9.99;9.39;10.08;9.78;9.49
945;Unterlangenegg;903.0;247;24;21;;7.17;6.59;6.07;5.65;9.73;8.81;11.26;12.72;15.77;14.38
593;Unterseen;5487.0;250;11;12;;2.46;1.57;0.56;1.87;3.46;4.62;4.84;5.56;6.09;7.41
343;Untersteckholz;0.0;244;2;21;;28.95;31.63;36.43;32.26;96.51;103.77;125.12;149.52;0.00;0.00
344;Ursenbach;908.0;244;2;19;;44.79;28.05;27.21;24.29;131.54;115.47;100.29;139.42;113.91;108.66
551;Urtenen;5665.0;246;9;9;351;4.60;6.77;9.03;10.32;9.85;9.43;8.19;7.82;7.96;8.97
885;Uttigen;1809.0;247;22;14;942;6.90;5.77;7.43;7.45;8.46;7.41;5.31;5.38;5.78;6.33
552;Utzenstorf;4123.0;245;9;17;;4.48;5.19;7.77;10.31;9.75;11.77;11.96;11.72;14.00;14.48
447;Vauffelin;411.0;241;7;14;371;1.82;2.41;5.26;8.94;10.70;14.56;15.55;20.18;24.14;23.84
359;Vechigen;4653.0;246;3;11;351;3.54;4.13;4.65;3.65;3.38;4.59;4.28;4.67;5.59;5.93
448;Villeret;895.0;241;7;18;;5.49;5.22;8.28;6.71;5.70;1.24;1.71;2.64;6.96;8.78
502;Vinelz;821.0;243;8;15;;5.34;5.04;4.72;4.64;4.43;5.51;4.37;4.16;5.90;7.94
946;Wachseldorn;232.0;247;24;21;;22.25;35.61;29.20;22.02;27.94;28.07;32.46;26.54;34.96;43.83
854;Wahlern;0.0;246;21;4;;4.12;3.23;3.87;4.32;4.54;5.90;6.15;8.22;7.76;0.00
888;Wald;1191.0;246;22;8;;0.00;0.00;22.65;20.78;22.32;22.09;20.23;23.02;20.92;22.53
626;Walkringen;1828.0;246;12;20;;11.03;10.34;10.57;11.15;10.51;10.48;8.91;10.73;11.89;8.77
990;Walliswil b.N.;204.0;244;26;16;;54.19;38.08;32.25;52.08;37.20;40.50;35.05;39.89;49.77;61.30
991;Walliswil b.W.;567.0;244;26;15;;8.61;10.90;8.81;8.48;8.95;8.97;8.71;7.77;8.38;10.17
754;Walperswil;938.0;243;16;19;;10.86;12.42;13.75;16.87;21.96;22.65;20.98;25.10;25.85;28.86
959;Walterswil;539.0;244;25;21;;33.27;25.96;23.17;20.03;32.51;32.68;30.39;27.14;27.82;21.91
992;Wangen a.A.;2088.0;244;26;17;;8.56;8.22;7.94;9.50;19.05;10.33;9.68;9.16;8.68;9.68
993;Wangenried;395.0;244;26;16;;9.22;10.92;12.25;10.61;11.43;21.46;14.55;10.40;8.49;9.23
994;Wanzwil;0.0;244;26;18;;19.98;18.56;28.61;34.67;32.95;28.22;28.56;0.00;0.00;0.00
886;Wattenwil;2692.0;247;22;17;;12.96;11.57;9.40;6.87;6.97;7.32;7.60;9.61;8.89;9.92
394;Wengi;612.0;243;5;20;;13.97;12.67;14.40;14.75;14.72;16.46;14.27;27.19;31.11;24.83
632;Wichtrach;4018.0;246;12;10;351;0.00;0.00;6.04;5.37;5.26;4.92;4.50;5.99;7.41;8.76
995;Wiedlisbach;2191.0;244;26;8;;0.46;1.20;3.48;4.96;17.53;12.88;11.65;11.65;10.35;11.20
553;Wiggiswil;100.0;246;9;21;;59.80;122.46;63.47;56.08;56.77;63.82;51.05;62.07;56.86;46.74
594;Wilderswil;2487.0;250;11;6;;10.46;13.02;13.57;12.54;11.75;11.23;10.72;11.42;9.85;10.56
554;Wiler b.U.;817.0;245;9;15;;13.45;13.12;12.04;14.63;14.88;13.86;11.26;13.56;12.84;12.45
671;Wileroltigen;390.0;246;14;21;;67.80;72.22;69.90;59.92;60.39;57.24;48.84;52.61;46.35;24.24
423;Willadingen;201.0;245;6;15;;24.60;21.33;24.22;24.45;24.65;23.42;22.12;19.53;17.57;14.81
769;Wimmis;2413.0;249;17;17;;10.78;11.53;9.25;8.56;8.74;11.07;10.50;14.24;15.58;15.94
360;Wohlen b.B.;8877.0;246;3;11;351;6.31;4.94;5.57;5.33;5.35;4.65;3.97;3.95;5.19;5.78
996;Wolfisberg;198.0;244;26;16;;68.02;18.17;20.75;19.91;13.97;11.83;11.92;8.40;1.50;17.07
627;Worb;11236.0;246;12;10;351;6.11;5.82;6.23;6.03;6.16;5.84;5.65;5.62;5.61;5.66
755;Worben;2288.0;243;16;8;371;5.77;6.92;7.77;5.96;3.48;1.07;3.63;5.32;8.32;8.39
345;Wynau;1551.0;244;2;15;;0.04;0.93;6.46;9.26;47.58;20.69;19.26;19.86;20.45;20.09
424;Wynigen;2014.0;245;6;20;;0.49;2.37;5.29;4.88;19.28;23.03;18.05;18.56;17.99;20.66
960;Wyssachen;1161.0;244;25;19;;0.01;0.75;1.89;0.21;37.73;32.50;32.45;29.09;28.70;25.93
555;Zauggenried;316.0;246;9;20;;29.40;41.95;32.60;33.42;33.18;30.02;30.63;28.25;30.82;32.42
556;Zielebach;329.0;245;9;14;;11.48;11.18;8.16;3.52;5.94;11.78;11.78;19.69;22.41;20.11
887;Zimmerwald;0.0;246;22;21;;14.92;15.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
361;Zollikofen;9792.0;246;3;9;351;13.59;13.91;12.89;11.85;11.01;10.74;10.05;10.38;9.23;10.35
557;Zuzwil;578.0;246;9;15;;15.25;11.02;7.28;9.52;10.92;11.53;12.71;13.24;14.64;13.73
794;Zweisimmen;2998.0;248;19;4;;5.56;4.23;4.64;5.79;5.59;8.12;9.16;9.77;11.50;11.48
947;Zwieselberg;280.0;247;24;16;;40.39;35.92;36.11;45.93;38.15;36.47;34.38;31.96;24.35;21.77
628;Zäziwil;1591.0;246;12;15;;12.47;12.74;13.28;14.20;14.74;15.16;14.22;13.25;14.89;14.49

