name,link,flag
Radelfingen,/wiki/Radelfingen,//upload.wikimedia.org/wikipedia/commons/thumb/b/be/Radelfingen-coat_of_arms.svg/35px-Radelfingen-coat_of_arms.svg.png
Rapperswil,/wiki/Rapperswil_BE,//upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Rapperswil-coat_of_arms.svg/35px-Rapperswil-coat_of_arms.svg.png
Rebévelier,/wiki/Reb%C3%A9velier,//upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Reb%C3%A9velier-coat_of_arms.svg/35px-Reb%C3%A9velier-coat_of_arms.svg.png
Reconvilier,/wiki/Reconvilier,//upload.wikimedia.org/wikipedia/commons/thumb/8/89/Reconvilier-coat_of_arms.svg/35px-Reconvilier-coat_of_arms.svg.png
Reichenbach im Kandertal,/wiki/Reichenbach_im_Kandertal,//upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Reichenbach_im_Kandertal-coat_of_arms.svg/35px-Reichenbach_im_Kandertal-coat_of_arms.svg.png
Reisiswil,/wiki/Reisiswil,//upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Reisiswil-coat_of_arms.svg/35px-Reisiswil-coat_of_arms.svg.png
Renan,/wiki/Renan_BE,//upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Renan-coat_of_arms.svg/35px-Renan-coat_of_arms.svg.png
Reutigen,/wiki/Reutigen,//upload.wikimedia.org/wikipedia/commons/thumb/6/61/Reutigen-coat_of_arms.svg/35px-Reutigen-coat_of_arms.svg.png
Riggisberg,/wiki/Riggisberg,//upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Riggisberg-coat_of_arms.svg/35px-Riggisberg-coat_of_arms.svg.png
Ringgenberg,/wiki/Ringgenberg_BE,//upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Ringgenberg-coat_of_arms.svg/35px-Ringgenberg-coat_of_arms.svg.png
Roches,/wiki/Roches_BE,//upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Roches-coat_of_arms.svg/35px-Roches-coat_of_arms.svg.png
Roggwil,/wiki/Roggwil_BE,//upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Roggwil-coat_of_arms.svg/35px-Roggwil-coat_of_arms.svg.png
Rohrbach,/wiki/Rohrbach_BE,//upload.wikimedia.org/wikipedia/commons/thumb/5/51/Rohrbach-coat_of_arms.svg/35px-Rohrbach-coat_of_arms.svg.png
Rohrbachgraben,/wiki/Rohrbachgraben_BE,//upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Rohrbachgraben-coat_of_arms.svg/35px-Rohrbachgraben-coat_of_arms.svg.png
Romont,/wiki/Romont_BE,//upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Romont_BE-coat_of_arms.svg/35px-Romont_BE-coat_of_arms.svg.png
Röthenbach im Emmental,/wiki/R%C3%B6thenbach_im_Emmental,//upload.wikimedia.org/wikipedia/commons/thumb/c/c0/R%C3%B6thenbach_im_Emmental-coat_of_arms.svg/35px-R%C3%B6thenbach_im_Emmental-coat_of_arms.svg.png
Rubigen,/wiki/Rubigen,//upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Rubigen-coat_of_arms.svg/35px-Rubigen-coat_of_arms.svg.png
Rüderswil,/wiki/R%C3%BCderswil,//upload.wikimedia.org/wikipedia/commons/thumb/3/39/R%C3%BCderswil-coat_of_arms.svg/35px-R%C3%BCderswil-coat_of_arms.svg.png
Rüdtligen-Alchenflüh,/wiki/R%C3%BCdtligen-Alchenfl%C3%BCh,//upload.wikimedia.org/wikipedia/commons/thumb/7/76/R%C3%BCdtligen-Alchenfl%C3%BCh-coat_of_arms.svg/35px-R%C3%BCdtligen-Alchenfl%C3%BCh-coat_of_arms.svg.png
Rüeggisberg,/wiki/R%C3%BCeggisberg,//upload.wikimedia.org/wikipedia/commons/thumb/a/a9/R%C3%BCeggisberg-coat_of_arms.svg/35px-R%C3%BCeggisberg-coat_of_arms.svg.png
Rüegsau,/wiki/R%C3%BCegsau,//upload.wikimedia.org/wikipedia/commons/thumb/8/87/R%C3%BCegsau-coat_of_arms.svg/35px-R%C3%BCegsau-coat_of_arms.svg.png
Rumendingen,/wiki/Rumendingen,//upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Rumendingen-coat_of_arms.svg/35px-Rumendingen-coat_of_arms.svg.png
Rumisberg,/wiki/Rumisberg,//upload.wikimedia.org/wikipedia/commons/thumb/7/74/Rumisberg-coat_of_arms.svg/35px-Rumisberg-coat_of_arms.svg.png
Rümligen,/wiki/R%C3%BCmligen,//upload.wikimedia.org/wikipedia/commons/thumb/6/6e/R%C3%BCmligen-coat_of_arms.svg/35px-R%C3%BCmligen-coat_of_arms.svg.png
Rüschegg,/wiki/R%C3%BCschegg,//upload.wikimedia.org/wikipedia/commons/thumb/6/67/R%C3%BCschegg-coat_of_arms.svg/35px-R%C3%BCschegg-coat_of_arms.svg.png
Rüti bei Büren,/wiki/R%C3%BCti_bei_B%C3%BCren,//upload.wikimedia.org/wikipedia/commons/thumb/5/53/R%C3%BCti_bei_B%C3%BCren-coat_of_arms.svg/35px-R%C3%BCti_bei_B%C3%BCren-coat_of_arms.svg.png
Rüti bei Lyssach,/wiki/R%C3%BCti_bei_Lyssach,//upload.wikimedia.org/wikipedia/commons/thumb/9/91/R%C3%BCti_bei_Lyssach-coat_of_arms.svg/35px-R%C3%BCti_bei_Lyssach-coat_of_arms.svg.png
Rütschelen,/wiki/R%C3%BCtschelen,//upload.wikimedia.org/wikipedia/commons/thumb/6/6f/R%C3%BCtschelen-coat_of_arms.svg/35px-R%C3%BCtschelen-coat_of_arms.svg.png
Saanen,/wiki/Saanen,//upload.wikimedia.org/wikipedia/commons/thumb/4/42/Saanen-coat_of_arms.svg/35px-Saanen-coat_of_arms.svg.png
Safnern,/wiki/Safnern,//upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Safnern-coat_of_arms.svg/35px-Safnern-coat_of_arms.svg.png
Saicourt,/wiki/Saicourt,//upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Saicourt-coat_of_arms.svg/35px-Saicourt-coat_of_arms.svg.png
Saint-Imier,/wiki/Saint-Imier,//upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Saint_Imier-coat_of_arms.svg/35px-Saint_Imier-coat_of_arms.svg.png
Saules,/wiki/Saules_BE,//upload.wikimedia.org/wikipedia/commons/thumb/3/31/Saules-coat_of_arms.svg/35px-Saules-coat_of_arms.svg.png
Saxeten,/wiki/Saxeten,//upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Saxeten-coat_of_arms.svg/35px-Saxeten-coat_of_arms.svg.png
Schalunen,/wiki/Schalunen,//upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Schalunen-coat_of_arms.svg/35px-Schalunen-coat_of_arms.svg.png
Schangnau,/wiki/Schangnau,//upload.wikimedia.org/wikipedia/commons/thumb/2/28/Schangnau-coat_of_arms.svg/35px-Schangnau-coat_of_arms.svg.png
Schattenhalb,/wiki/Schattenhalb,//upload.wikimedia.org/wikipedia/commons/thumb/3/38/Schattenhalb-coat_of_arms.svg/35px-Schattenhalb-coat_of_arms.svg.png
Schelten,/wiki/Schelten,//upload.wikimedia.org/wikipedia/commons/thumb/7/70/Schelten-coat_of_arms.svg/35px-Schelten-coat_of_arms.svg.png
Scheunen,/wiki/Scheunen,//upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Scheunen-coat_of_arms.svg/35px-Scheunen-coat_of_arms.svg.png
Scheuren,/wiki/Scheuren_BE,//upload.wikimedia.org/wikipedia/commons/thumb/6/63/Scheuren-coat_of_arms.svg/35px-Scheuren-coat_of_arms.svg.png
Schlosswil,/wiki/Schlosswil,//upload.wikimedia.org/wikipedia/commons/thumb/5/52/Schlosswil-coat_of_arms.svg/35px-Schlosswil-coat_of_arms.svg.png
Schüpfen,/wiki/Sch%C3%BCpfen,//upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Sch%C3%BCpfen-coat_of_arms.svg/35px-Sch%C3%BCpfen-coat_of_arms.svg.png
Schwadernau,/wiki/Schwadernau,//upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Schwadernau-coat_of_arms.svg/35px-Schwadernau-coat_of_arms.svg.png
Schwanden bei Brienz,/wiki/Schwanden_bei_Brienz,//upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Schwanden_bei_Brienz-coat_of_arms.svg/35px-Schwanden_bei_Brienz-coat_of_arms.svg.png
Schwarzenburg,/wiki/Schwarzenburg_BE,//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Schwarzenburg-coat_of_arms.svg/35px-Schwarzenburg-coat_of_arms.svg.png
Schwarzhäusern,/wiki/Schwarzh%C3%A4usern,//upload.wikimedia.org/wikipedia/commons/thumb/0/05/Schwarzh%C3%A4usern-coat_of_arms.svg/35px-Schwarzh%C3%A4usern-coat_of_arms.svg.png
Schwendibach,/wiki/Schwendibach,//upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Schwendibach-coat_of_arms.svg/35px-Schwendibach-coat_of_arms.svg.png
Seeberg,/wiki/Seeberg_BE,//upload.wikimedia.org/wikipedia/commons/thumb/3/39/Seeberg-coat_of_arms.svg/35px-Seeberg-coat_of_arms.svg.png
Seedorf,/wiki/Seedorf_BE,//upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Seedorf_BE-coat_of_arms.svg/35px-Seedorf_BE-coat_of_arms.svg.png
Seehof,/wiki/Seehof_BE,//upload.wikimedia.org/wikipedia/commons/thumb/6/64/Seehof-coat_of_arms.svg/35px-Seehof-coat_of_arms.svg.png
Seftigen,/wiki/Seftigen,//upload.wikimedia.org/wikipedia/commons/thumb/3/38/Seftigen-coat_of_arms.svg/35px-Seftigen-coat_of_arms.svg.png
Signau,/wiki/Signau,//upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Signau-coat_of_arms.svg/35px-Signau-coat_of_arms.svg.png
Sigriswil,/wiki/Sigriswil,//upload.wikimedia.org/wikipedia/commons/thumb/6/69/Sigriswil-coat_of_arms.svg/35px-Sigriswil-coat_of_arms.svg.png
Siselen,/wiki/Siselen,//upload.wikimedia.org/wikipedia/commons/thumb/6/63/Siselen-coat_of_arms.svg/35px-Siselen-coat_of_arms.svg.png
Sonceboz-Sombeval,/wiki/Sonceboz-Sombeval,//upload.wikimedia.org/wikipedia/commons/thumb/2/24/Sonceboz_Sombeval-coat_of_arms.svg/35px-Sonceboz_Sombeval-coat_of_arms.svg.png
Sonvilier,/wiki/Sonvilier,//upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Sonvilier-coat_of_arms.svg/35px-Sonvilier-coat_of_arms.svg.png
Sornetan,/wiki/Sornetan,//upload.wikimedia.org/wikipedia/commons/thumb/3/32/Sornetan-coat_of_arms.svg/35px-Sornetan-coat_of_arms.svg.png
Sorvilier,/wiki/Sorvilier,//upload.wikimedia.org/wikipedia/commons/thumb/d/da/Sorvilier-coat_of_arms.svg/35px-Sorvilier-coat_of_arms.svg.png
Souboz,/wiki/Souboz,//upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Souboz-coat_of_arms.svg/35px-Souboz-coat_of_arms.svg.png
Spiez,/wiki/Spiez,//upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Spiez-coat_of_arms.svg/35px-Spiez-coat_of_arms.svg.png
St. Stephan,/wiki/St._Stephan_BE,//upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Sankt_Stephan-coat_of_arms.svg/35px-Sankt_Stephan-coat_of_arms.svg.png
Steffisburg,/wiki/Steffisburg,//upload.wikimedia.org/wikipedia/commons/thumb/5/55/Steffisburg-coat_of_arms.svg/35px-Steffisburg-coat_of_arms.svg.png
Stettlen,/wiki/Stettlen,//upload.wikimedia.org/wikipedia/commons/thumb/7/70/Stettlen-coat_of_arms.svg/35px-Stettlen-coat_of_arms.svg.png
Studen,/wiki/Studen_BE,//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Studen-coat_of_arms.svg/35px-Studen-coat_of_arms.svg.png
Sumiswald,/wiki/Sumiswald,//upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Sumiswald-coat_of_arms.svg/35px-Sumiswald-coat_of_arms.svg.png
Sutz-Lattrigen,/wiki/Sutz-Lattrigen,//upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Sutz-Lattrigen-coat_of_arms.svg/35px-Sutz-Lattrigen-coat_of_arms.svg.png
Tägertschi,/wiki/T%C3%A4gertschi,//upload.wikimedia.org/wikipedia/commons/thumb/5/55/T%C3%A4gertschi-coat_of_arms.svg/35px-T%C3%A4gertschi-coat_of_arms.svg.png
Täuffelen,/wiki/T%C3%A4uffelen,//upload.wikimedia.org/wikipedia/commons/thumb/a/af/T%C3%A4uffelen-coat_of_arms.svg/35px-T%C3%A4uffelen-coat_of_arms.svg.png
Tavannes,/wiki/Tavannes,//upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Tavannes-coat_of_arms.svg/35px-Tavannes-coat_of_arms.svg.png
Teuffenthal,/wiki/Teuffenthal,//upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Teuffenthal-coat_of_arms.svg/35px-Teuffenthal-coat_of_arms.svg.png
Thierachern,/wiki/Thierachern,//upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Thierachern-coat_of_arms.svg/35px-Thierachern-coat_of_arms.svg.png
Thörigen,/wiki/Th%C3%B6rigen,//upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Th%C3%B6rigen-coat_of_arms.svg/35px-Th%C3%B6rigen-coat_of_arms.svg.png
Thun,/wiki/Thun,//upload.wikimedia.org/wikipedia/commons/thumb/a/af/Thun-coat_of_arms.svg/35px-Thun-coat_of_arms.svg.png
Thunstetten,/wiki/Thunstetten_BE,//upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Thunstetten-coat_of_arms.svg/35px-Thunstetten-coat_of_arms.svg.png
Toffen,/wiki/Toffen,//upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Toffen-coat_of_arms.svg/35px-Toffen-coat_of_arms.svg.png
Trachselwald,/wiki/Trachselwald,//upload.wikimedia.org/wikipedia/commons/thumb/8/88/Trachselwald-coat_of_arms.svg/35px-Trachselwald-coat_of_arms.svg.png
Tramelan,/wiki/Tramelan,//upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Tramelan-coat_of_arms.svg/35px-Tramelan-coat_of_arms.svg.png
Treiten,/wiki/Treiten,//upload.wikimedia.org/wikipedia/commons/thumb/6/65/Treiten-coat_of_arms.svg/35px-Treiten-coat_of_arms.svg.png
Trub,/wiki/Trub,//upload.wikimedia.org/wikipedia/commons/thumb/1/16/Trub-coat_of_arms.svg/35px-Trub-coat_of_arms.svg.png
Trubschachen,/wiki/Trubschachen,//upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Trubschachen-coat_of_arms.svg/35px-Trubschachen-coat_of_arms.svg.png
Tschugg,/wiki/Tschugg,//upload.wikimedia.org/wikipedia/commons/thumb/5/57/Tschugg-coat_of_arms.svg/35px-Tschugg-coat_of_arms.svg.png
Twann-Tüscherz,/wiki/Twann-T%C3%BCscherz,//upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Twann-T%C3%BCscherz-coat_of_arms.svg/35px-Twann-T%C3%BCscherz-coat_of_arms.svg.png
Uebeschi,/wiki/Uebeschi,//upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Uebeschi-coat_of_arms.svg/35px-Uebeschi-coat_of_arms.svg.png
Uetendorf,/wiki/Uetendorf,//upload.wikimedia.org/wikipedia/commons/thumb/8/85/Uetendorf-coat_of_arms.svg/35px-Uetendorf-coat_of_arms.svg.png
Unterlangenegg,/wiki/Unterlangenegg,//upload.wikimedia.org/wikipedia/commons/thumb/a/af/Unterlangenegg-coat_of_arms.svg/35px-Unterlangenegg-coat_of_arms.svg.png
Unterseen,/wiki/Unterseen,//upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Unterseen-coat_of_arms.svg/35px-Unterseen-coat_of_arms.svg.png
Ursenbach,/wiki/Ursenbach_BE,//upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Ursenbach-coat_of_arms.svg/35px-Ursenbach-coat_of_arms.svg.png
Urtenen-Schönbühl,/wiki/Urtenen-Sch%C3%B6nb%C3%BChl,//upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Urtenen-coat_of_arms.svg/35px-Urtenen-coat_of_arms.svg.png
Uttigen,/wiki/Uttigen,//upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Uttigen-coat_of_arms.svg/35px-Uttigen-coat_of_arms.svg.png
Utzenstorf,/wiki/Utzenstorf,//upload.wikimedia.org/wikipedia/commons/thumb/1/16/Utzenstorf-coat_of_arms.svg/35px-Utzenstorf-coat_of_arms.svg.png
Vauffelin,/wiki/Vauffelin,//upload.wikimedia.org/wikipedia/commons/thumb/7/77/Vauffelin-coat_of_arms.svg/35px-Vauffelin-coat_of_arms.svg.png
Vechigen,/wiki/Vechigen,//upload.wikimedia.org/wikipedia/commons/thumb/0/02/Vechigen-coat_of_arms.svg/35px-Vechigen-coat_of_arms.svg.png
Villeret,/wiki/Villeret_BE,//upload.wikimedia.org/wikipedia/commons/thumb/5/50/Villeret-coat_of_arms.svg/35px-Villeret-coat_of_arms.svg.png
Vinelz,/wiki/Vinelz,//upload.wikimedia.org/wikipedia/commons/thumb/9/96/Vinelz-coat_of_arms.svg/35px-Vinelz-coat_of_arms.svg.png
Wachseldorn,/wiki/Wachseldorn,//upload.wikimedia.org/wikipedia/commons/thumb/2/22/Wachseldorn-coat_of_arms.svg/35px-Wachseldorn-coat_of_arms.svg.png
Wald,/wiki/Wald_BE,//upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Wald-coat_of_arms.svg/35px-Wald-coat_of_arms.svg.png
Walkringen,/wiki/Walkringen,//upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Walkringen-coat_of_arms.svg/35px-Walkringen-coat_of_arms.svg.png
Walliswil bei Niederbipp,/wiki/Walliswil_bei_Niederbipp,//upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Walliswil_bei_Niederbipp-coat_of_arms.svg/35px-Walliswil_bei_Niederbipp-coat_of_arms.svg.png
Walliswil bei Wangen,/wiki/Walliswil_bei_Wangen,//upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Walliswil_bei_Wangen-coat_of_arms.svg/35px-Walliswil_bei_Wangen-coat_of_arms.svg.png
Walperswil,/wiki/Walperswil,//upload.wikimedia.org/wikipedia/commons/thumb/9/94/Walperswil-coat_of_arms.svg/35px-Walperswil-coat_of_arms.svg.png
Walterswil,/wiki/Walterswil_BE,//upload.wikimedia.org/wikipedia/commons/thumb/2/20/Walterswil-coat_of_arms.svg/35px-Walterswil-coat_of_arms.svg.png
Wangen an der Aare,/wiki/Wangen_an_der_Aare,//upload.wikimedia.org/wikipedia/commons/thumb/4/48/Wangen-coat_of_arms.svg/35px-Wangen-coat_of_arms.svg.png
Wangenried,/wiki/Wangenried,//upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Wangenried-coat_of_arms.svg/35px-Wangenried-coat_of_arms.svg.png
Wattenwil,/wiki/Wattenwil,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Wattenwil-coat_of_arms.svg/35px-Wattenwil-coat_of_arms.svg.png
Wengi,/wiki/Wengi,//upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Wengi_bei_B%C3%BCren-coat_of_arms.svg/35px-Wengi_bei_B%C3%BCren-coat_of_arms.svg.png
Wichtrach,/wiki/Wichtrach,//upload.wikimedia.org/wikipedia/commons/thumb/1/13/Wichtrach-coat_of_arms.svg/35px-Wichtrach-coat_of_arms.svg.png
Wiedlisbach,/wiki/Wiedlisbach,//upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Wiedlisbach-coat_of_arms.svg/35px-Wiedlisbach-coat_of_arms.svg.png
Wiggiswil,/wiki/Wiggiswil,//upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Wiggiswil-coat_of_arms.svg/35px-Wiggiswil-coat_of_arms.svg.png
Wilderswil,/wiki/Wilderswil,//upload.wikimedia.org/wikipedia/commons/thumb/9/95/Wilderswil-coat_of_arms.svg/35px-Wilderswil-coat_of_arms.svg.png
Wiler bei Utzenstorf,/wiki/Wiler_bei_Utzenstorf,//upload.wikimedia.org/wikipedia/commons/thumb/0/08/Wiler_bei_Utzenstorf-coat_of_arms.svg/35px-Wiler_bei_Utzenstorf-coat_of_arms.svg.png
Wileroltigen,/wiki/Wileroltigen,//upload.wikimedia.org/wikipedia/commons/thumb/0/09/Wileroltigen-coat_of_arms.svg/35px-Wileroltigen-coat_of_arms.svg.png
Willadingen,/wiki/Willadingen,//upload.wikimedia.org/wikipedia/commons/thumb/9/97/Willadingen-coat_of_arms.svg/35px-Willadingen-coat_of_arms.svg.png
Wimmis,/wiki/Wimmis,//upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Wimmis-coat_of_arms.svg/35px-Wimmis-coat_of_arms.svg.png
Wohlen bei Bern,/wiki/Wohlen_bei_Bern,//upload.wikimedia.org/wikipedia/commons/thumb/5/52/Wohlen_bei_Bern-coat_of_arms.svg/35px-Wohlen_bei_Bern-coat_of_arms.svg.png
Wolfisberg,/wiki/Wolfisberg,//upload.wikimedia.org/wikipedia/commons/thumb/5/57/Wolfisberg-coat_of_arms.svg/35px-Wolfisberg-coat_of_arms.svg.png
Worb,/wiki/Worb,//upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Worb-coat_of_arms.svg/35px-Worb-coat_of_arms.svg.png
Worben,/wiki/Worben,//upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Worben-coat_of_arms.svg/35px-Worben-coat_of_arms.svg.png
Wynau,/wiki/Wynau,//upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Wynau-coat_of_arms.svg/35px-Wynau-coat_of_arms.svg.png
Wynigen,/wiki/Wynigen,//upload.wikimedia.org/wikipedia/commons/thumb/1/10/Wynigen-coat_of_arms.svg/35px-Wynigen-coat_of_arms.svg.png
Wyssachen,/wiki/Wyssachen,//upload.wikimedia.org/wikipedia/commons/thumb/1/16/Wyssachen-coat_of_arms.svg/35px-Wyssachen-coat_of_arms.svg.png
Zauggenried,/wiki/Zauggenried,//upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Zauggenried-coat_of_arms.svg/35px-Zauggenried-coat_of_arms.svg.png
Zäziwil,/wiki/Z%C3%A4ziwil,//upload.wikimedia.org/wikipedia/commons/thumb/4/42/Z%C3%A4ziwil-coat_of_arms.svg/35px-Z%C3%A4ziwil-coat_of_arms.svg.png
Zielebach,/wiki/Zielebach,//upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Zielebach-coat_of_arms.svg/35px-Zielebach-coat_of_arms.svg.png
Zollikofen,/wiki/Zollikofen,//upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Zollikofen-coat_of_arms.svg/35px-Zollikofen-coat_of_arms.svg.png
Zuzwil,/wiki/Zuzwil_BE,//upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Zuzwil-coat_of_arms.svg/35px-Zuzwil-coat_of_arms.svg.png
Zweisimmen,/wiki/Zweisimmen,//upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Obersimmental-coat_of_arms.svg/35px-Obersimmental-coat_of_arms.svg.png
Zwieselberg,/wiki/Zwieselberg_BE,//upload.wikimedia.org/wikipedia/commons/thumb/9/97/Zwieselberg-coat_of_arms.svg/35px-Zwieselberg-coat_of_arms.svg.png
